model,noise,seed,time,memory,recovery,det_max,det_avg
Sliding,0.5,42,2.8453129811608,244451097.5785953,30,35.92785951589938,-1.8815517466546496
Unlearning,0.5,42,0.09102241995193089,197938802.24749163,4,40.93783558047965,-20.490659201181316
Sliding,0.5,65,2.870699736204023,245244105.09698996,13,33.386201427438536,-2.1879939751661857
Unlearning,0.5,65,0.0910402241219022,196953680.0,4,31.5869488948661,-20.308547451964078
Sliding,0.5,88,2.883446642541853,245244105.09698996,85,33.680720037896734,-2.5627982539525904
Unlearning,0.5,88,0.09112213821894798,196953680.0,8,32.143293801198176,-24.93117502590939
